,Unnamed: 0,ID,Season,Fixture,MatchDay,Date,Time,Home Team,Away Team,Refree,Yellow Home,Yellow Away,2nd Yellow Home,2nd Yellow Away,Red Home,Red Away,Half Time Result,Full Time Result,Home Goals,Away Goals,Winner
829,829,1069,2014,Harras El Hodoud x El Shorta,34,"Tue, Jun 16, 2015",5:30 PM,Harras El Hodoud,El Shorta,Tarek Magdi,2,2,0,0,0,1,0:0 ,1:0,1,0,Home
830,830,1070,2014,El Nasr x Ismaily SC,34,"Tue, Jun 16, 2015",8:00 PM,El Nasr,Ismaily SC,Walid Abdelaziz,1,4,0,0,0,0,0:0 ,0:0,0,0,Draw
831,831,1071,2014,Masr El Makasa x El Ahly Cairo,34,"Wed, Jun 17, 2015",5:30 PM,Masr El Makasa,El Ahly Cairo,Mahmoud Ashour,1,3,0,0,0,0,0:0 ,0:2,0,2,Away
832,832,1072,2014,Masry Port Said x Enppi Club,34,"Wed, Jun 17, 2015",5:30 PM,Masry Port Said,Enppi Club,Mohamed Farouk,1,3,0,0,0,0,1:2 ,1:3,1,3,Away
833,833,1073,2014,Zamalek SC x Ala'ab Damanhour,34,"Wed, Jun 17, 2015",8:00 PM,Zamalek SC,Ala'ab Damanhour,Mohamed Maarouf,1,2,0,0,0,0,1:0 ,3:0,3,0,Home
834,834,1074,2014,Alassiouty Sport x El Nasr,35,"Sat, Jun 20, 2015",9:30 PM,Alassiouty Sport,El Nasr,tbc,0,0,0,0,0,0,1:0 ,1:2,1,2,Away
835,835,1075,2014,Ala'ab Damanhour x Arab Contractors SC,35,"Sat, Jun 20, 2015",9:30 PM,Ala'ab Damanhour,Arab Contractors SC,Said Hamza,0,0,0,0,0,0,0:1 ,1:4,1,4,Away
836,836,1076,2014,Ittehad Alexandria x Smouha SC,35,"Sat, Jun 20, 2015",9:30 PM,Ittehad Alexandria,Smouha SC,Mohamed Hanafy,1,0,0,0,0,0,0:0 ,0:0,0,0,Draw
837,837,1077,2014,Ismaily SC x Tala'ea El Gaish,35,"Sat, Jun 20, 2015",9:30 PM,Ismaily SC,Tala'ea El Gaish,Sherif Rashwan,0,0,0,0,0,0,0:0 ,0:0,0,0,Draw
838,838,1078,2014,El Ahly Cairo x El Gouna FC,35,"Sat, Jun 20, 2015",9:30 PM,El Ahly Cairo,El Gouna FC,Mohamed Sabahi,3,4,0,1,0,0,1:0 ,1:1,1,1,Draw
839,839,1079,2014,El Raja Marsa Matruh x El Dakhlia SC,35,"Sat, Jun 20, 2015",9:30 PM,El Raja Marsa Matruh,El Dakhlia SC,Ibrahim Nour Eldin,0,0,0,0,0,0,0:0 ,0:0,0,0,Draw
840,840,1080,2014,Petrojet x Zamalek SC,35,"Sat, Jun 20, 2015",9:30 PM,Petrojet,Zamalek SC,Mahmoud El Banna,4,2,0,0,0,0,0:0 ,1:1,1,1,Draw
841,841,1081,2014,Enppi Club x Masr El Makasa,35,"Sun, Jun 21, 2015",9:30 PM,Enppi Club,Masr El Makasa,Ahmed El Adawi,0,1,0,0,0,0,0:0 ,0:0,0,0,Draw
842,842,1082,2014,Wadi Degla FC x Harras El Hodoud,35,"Sun, Jun 21, 2015",9:30 PM,Wadi Degla FC,Harras El Hodoud,Amr Ayed,2,4,0,1,0,0,0:0 ,0:0,0,0,Draw
843,843,1083,2014,El Shorta x Masry Port Said,35,"Sun, Jun 21, 2015",9:30 PM,El Shorta,Masry Port Said,Samir Osman,0,0,0,0,0,0,0:0 ,0:0,0,0,Draw
844,844,1084,2014,Petrojet x El Ahly Cairo,36,"Tue, Jun 23, 2015",9:30 PM,Petrojet,El Ahly Cairo,Samir Osman,1,0,0,0,0,0,1:1 ,1:2,1,2,Away
845,845,1085,2014,Smouha SC x El Raja Marsa Matruh,36,"Tue, Jun 23, 2015",9:30 PM,Smouha SC,El Raja Marsa Matruh,Mohamed Adel,0,0,0,0,0,0,0:0 ,0:1,0,1,Away
846,846,1086,2014,Zamalek SC x Arab Contractors SC,36,"Tue, Jun 23, 2015",9:30 PM,Zamalek SC,Arab Contractors SC,Mohamed Hanafy,4,0,0,0,0,0,2:0 ,3:0,3,0,Home
847,847,1087,2014,El Dakhlia SC x Ismaily SC,36,"Wed, Jun 24, 2015",10:00 PM,El Dakhlia SC,Ismaily SC,Mahmoud El Banna,3,3,0,0,0,0,0:0 ,0:0,0,0,Draw
848,848,1088,2014,Tala'ea El Gaish x Alassiouty Sport,36,"Wed, Jun 24, 2015",10:00 PM,Tala'ea El Gaish,Alassiouty Sport,Hesham Abdelhamid,2,3,0,0,0,0,0:0 ,0:1,0,1,Away
849,849,1089,2014,Masr El Makasa x El Shorta,36,"Thu, Jun 25, 2015",10:00 PM,Masr El Makasa,El Shorta,Gehad Grisha,1,3,0,0,0,0,0:0 ,2:1,2,1,Home
850,850,1090,2014,El Nasr x Ala'ab Damanhour,36,"Thu, Jun 25, 2015",10:00 PM,El Nasr,Ala'ab Damanhour,tbc,1,1,0,0,0,0,1:1 ,3:1,3,1,Home
851,851,1091,2014,Masry Port Said x Wadi Degla FC,36,"Thu, Jun 25, 2015",10:00 PM,Masry Port Said,Wadi Degla FC,Mahmoud Ashour,1,0,0,0,0,0,0:0 ,1:0,1,0,Home
852,852,1092,2014,El Gouna FC x Enppi Club,36,"Thu, Jun 25, 2015",10:00 PM,El Gouna FC,Enppi Club,Tarek Magdi,1,0,0,0,0,0,0:0 ,0:0,0,0,Draw
853,853,1093,2014,Harras El Hodoud x Ittehad Alexandria,36,"Thu, Jun 25, 2015",10:00 PM,Harras El Hodoud,Ittehad Alexandria,Ibrahim Nour Eldin,1,1,0,0,0,0,0:0 ,0:1,0,1,Away
854,854,1094,2014,El Raja Marsa Matruh x Harras El Hodoud,37,"Wed, Jul 1, 2015",10:00 PM,El Raja Marsa Matruh,Harras El Hodoud,Abdelaziz El Sayed,0,0,0,0,0,0,1:0 ,1:0,1,0,Home
855,855,1095,2014,Enppi Club x Petrojet,37,"Wed, Jul 1, 2015",10:00 PM,Enppi Club,Petrojet,Raouf El Houshy,1,1,0,0,0,0,0:0 ,1:0,1,0,Home
856,856,1096,2014,Ittehad Alexandria x Masry Port Said,37,"Wed, Jul 1, 2015",10:00 PM,Ittehad Alexandria,Masry Port Said,Amin Omar,0,0,0,0,0,0,0:0 ,0:1,0,1,Away
857,857,1097,2014,Alassiouty Sport x El Dakhlia SC,37,"Wed, Jul 1, 2015",10:00 PM,Alassiouty Sport,El Dakhlia SC,Mahmoud Ashour,0,0,0,0,0,0,1:3 ,2:4,2,4,Away
858,858,1098,2014,El Shorta x El Gouna FC,37,"Wed, Jul 1, 2015",10:00 PM,El Shorta,El Gouna FC,Mohamed Hanafy,3,0,0,0,0,0,0:0 ,1:1,1,1,Draw
859,859,1099,2014,Ala'ab Damanhour x Tala'ea El Gaish,37,"Thu, Jul 2, 2015",10:00 PM,Ala'ab Damanhour,Tala'ea El Gaish,Mohamed Ali Shata,0,0,0,0,0,0,0:1 ,0:3,0,3,Away
860,860,1100,2014,Ismaily SC x Smouha SC,37,"Thu, Jul 2, 2015",10:00 PM,Ismaily SC,Smouha SC,Ahmed El Ghandour,1,1,0,0,0,1,2:1 ,3:1,3,1,Home
861,861,1101,2014,Wadi Degla FC x Masr El Makasa,37,"Mon, Jul 6, 2015",10:00 PM,Wadi Degla FC,Masr El Makasa,Mahmoud Bassiouni,1,1,0,1,0,0,2:1 ,2:1,2,1,Home
862,862,1102,2014,El Ahly Cairo x Zamalek SC,37,"Tue, Jul 21, 2015",8:00 PM,El Ahly Cairo,Zamalek SC,Milorad Mazic,3,3,0,0,0,1,1:0 ,2:0,2,0,Home
863,863,1103,2014,Smouha SC x Alassiouty Sport,38,"Mon, Jul 6, 2015",10:00 PM,Smouha SC,Alassiouty Sport,Ashraf Rashad,0,1,0,0,0,0,2:0 ,3:0,3,0,Home
864,864,1104,2014,El Gouna FC x Wadi Degla FC,38,"Sat, Jul 11, 2015",10:00 PM,El Gouna FC,Wadi Degla FC,Mohamed Farouk,3,1,0,0,0,0,0:0 ,1:2,1,2,Away
865,865,1105,2014,Harras El Hodoud x Ismaily SC,38,"Sat, Jul 11, 2015",10:00 PM,Harras El Hodoud,Ismaily SC,Badawi Hemeda,0,0,0,0,0,0,0:0 ,2:0,2,0,Home
866,866,1106,2014,Masr El Makasa x Ittehad Alexandria,38,"Sat, Jul 11, 2015",10:00 PM,Masr El Makasa,Ittehad Alexandria,Emad El Alfi,1,0,0,0,0,0,1:0 ,2:1,2,1,Home
867,867,1107,2014,El Dakhlia SC x Ala'ab Damanhour,38,"Sat, Jul 11, 2015",10:00 PM,El Dakhlia SC,Ala'ab Damanhour,Mohamed Maarouf,2,3,0,0,0,0,1:0 ,3:0,3,0,Home
868,868,1108,2014,Petrojet x El Shorta,38,"Sat, Jul 11, 2015",10:00 PM,Petrojet,El Shorta,Mahmoud El Banna,4,3,0,1,0,0,0:0 ,1:1,1,1,Draw
869,869,1109,2014,Masry Port Said x El Raja Marsa Matruh,38,"Sat, Jul 11, 2015",10:00 PM,Masry Port Said,El Raja Marsa Matruh,Azmy Sabah,1,0,0,0,0,0,1:1 ,2:2,2,2,Draw
870,870,1110,2014,Tala'ea El Gaish x Arab Contractors SC,38,"Sun, Jul 12, 2015",10:00 PM,Tala'ea El Gaish,Arab Contractors SC,Tarek Samy,1,0,0,0,0,0,0:1 ,1:2,1,2,Away
871,871,1111,2014,El Nasr x Zamalek SC,38,"Wed, Jul 15, 2015",10:00 PM,El Nasr,Zamalek SC,Mohamed Sabahi,0,1,0,0,0,0,0:2 ,0:4,0,4,Away
872,872,1112,2014,El Ahly Cairo x Enppi Club,38,"Sun, Aug 2, 2015",7:30 PM,El Ahly Cairo,Enppi Club,Ahmed El Adawi,1,4,0,0,0,0,0:0 ,1:1,1,1,Draw
873,873,1113,2015,El Dakhlia SC x Arab Contractors SC,1,"Tue, Oct 20, 2015",5:00 PM,El Dakhlia SC,Arab Contractors SC,Mohamed Sabahi,2,2,1,0,0,0,0:0 ,2:0,2,0,Home
874,874,1114,2015,Enppi Club x Harras El Hodoud,1,"Tue, Oct 20, 2015",7:45 PM,Enppi Club,Harras El Hodoud,Mohamed Maarouf,3,6,0,1,0,0,1:1 ,2:2,2,2,Draw
875,875,1115,2015,Ittehad Alexandria x Aswan FC,1,"Wed, Oct 21, 2015",2:45 PM,Ittehad Alexandria,Aswan FC,Abdelaziz El Sayed,2,1,0,0,0,0,1:0 ,1:0,1,0,Home
876,876,1116,2015,Ismaily SC x Entag El Harby,1,"Wed, Oct 21, 2015",5:00 PM,Ismaily SC,Entag El Harby,Tarek Magdi,4,3,0,0,0,0,1:0 ,2:0,2,0,Home
877,877,1117,2015,Zamalek SC x Wadi Degla FC,1,"Wed, Oct 21, 2015",7:45 PM,Zamalek SC,Wadi Degla FC,Mohamed Farouk,1,4,0,1,0,0,1:0 ,2:0,2,0,Home
878,878,1118,2015,Ghazl Mahalla x Smouha SC,1,"Thu, Oct 22, 2015",2:45 PM,Ghazl Mahalla,Smouha SC,Amr Ayed,1,0,0,0,0,0,0:0 ,0:1,0,1,Away
879,879,1119,2015,Petrojet x Masry Port Said,1,"Thu, Oct 22, 2015",5:00 PM,Petrojet,Masry Port Said,Mahmoud El Banna,3,2,0,1,0,0,0:0 ,1:3,1,3,Away
880,880,1120,2015,Masr El Makasa x El Shorta,1,"Thu, Oct 22, 2015",5:00 PM,Masr El Makasa,El Shorta,Gehad Grisha,0,0,0,0,0,0,0:0 ,1:1,1,1,Draw
881,881,1121,2015,Tala'ea El Gaish x El Ahly Cairo,1,"Thu, Oct 22, 2015",7:45 PM,Tala'ea El Gaish,El Ahly Cairo,Ibrahim Nour Eldin,2,0,0,0,0,0,0:0 ,0:1,0,1,Away
882,882,1122,2015,Harras El Hodoud x El Dakhlia SC,2,"Sat, Oct 24, 2015",2:45 PM,Harras El Hodoud,El Dakhlia SC,Ahmed El Ghandour,4,0,0,0,0,1,0:0 ,0:1,0,1,Away
883,883,1123,2015,Entag El Harby x Ittehad Alexandria,2,"Sat, Oct 24, 2015",5:00 PM,Entag El Harby,Ittehad Alexandria,Mohamed Adel,2,3,1,0,0,0,0:0 ,0:1,0,1,Away
884,884,1124,2015,Arab Contractors SC x Ismaily SC,2,"Sat, Oct 24, 2015",7:45 PM,Arab Contractors SC,Ismaily SC,Ashraf Rashad,1,1,0,0,0,0,0:0 ,0:0,0,0,Draw
885,885,1125,2015,Smouha SC x Petrojet,2,"Sun, Oct 25, 2015",1:45 PM,Smouha SC,Petrojet,Ahmed Hamdi,1,5,0,0,0,0,0:0 ,0:3,0,3,Away
886,886,1126,2015,Masry Port Said x Masr El Makasa,2,"Sun, Oct 25, 2015",4:00 PM,Masry Port Said,Masr El Makasa,Sherif Rashwan,1,1,0,0,0,0,0:1 ,1:1,1,1,Draw
887,887,1127,2015,Aswan FC x Zamalek SC,2,"Sun, Oct 25, 2015",4:00 PM,Aswan FC,Zamalek SC,Amin Omar,2,0,0,0,0,0,0:0 ,0:0,0,0,Draw
888,888,1128,2015,El Ahly Cairo x Ghazl Mahalla,2,"Sun, Oct 25, 2015",6:45 PM,El Ahly Cairo,Ghazl Mahalla,Mahmoud Ashour,2,1,0,0,0,0,1:0 ,2:0,2,0,Home
889,889,1129,2015,El Shorta x Enppi Club,2,"Mon, Oct 26, 2015",4:00 PM,El Shorta,Enppi Club,Ahmed El Adawi,0,0,0,0,0,0,0:0 ,0:0,0,0,Draw
890,890,1130,2015,Wadi Degla FC x Tala'ea El Gaish,2,"Mon, Oct 26, 2015",6:45 PM,Wadi Degla FC,Tala'ea El Gaish,Mahmoud Bassiouni,5,5,0,0,0,0,1:0 ,3:3,3,3,Draw
891,891,1131,2015,Enppi Club x Masry Port Said,3,"Sat, Oct 31, 2015",1:45 PM,Enppi Club,Masry Port Said,Mohamed Adel,0,1,0,0,0,0,2:0 ,2:1,2,1,Home
892,892,1132,2015,Ghazl Mahalla x Wadi Degla FC,3,"Sat, Oct 31, 2015",1:45 PM,Ghazl Mahalla,Wadi Degla FC,Amin Omar,6,0,0,0,0,0,0:1 ,0:2,0,2,Away
893,893,1133,2015,Ittehad Alexandria x Arab Contractors SC,3,"Sat, Oct 31, 2015",4:00 PM,Ittehad Alexandria,Arab Contractors SC,Walid Abdelrazak,2,4,0,0,0,0,0:1 ,1:1,1,1,Draw
894,894,1134,2015,Masr El Makasa x Smouha SC,3,"Sat, Oct 31, 2015",4:00 PM,Masr El Makasa,Smouha SC,Mohamed Sabahi,3,3,0,0,0,0,2:0 ,2:0,2,0,Home
895,895,1135,2015,Zamalek SC x Entag El Harby,3,"Sat, Oct 31, 2015",6:45 PM,Zamalek SC,Entag El Harby,Mahmoud El Banna,2,5,0,0,0,0,1:0 ,2:1,2,1,Home
896,896,1136,2015,El Shorta x Harras El Hodoud,3,"Sun, Nov 1, 2015",1:45 PM,El Shorta,Harras El Hodoud,Awad Saafan,3,4,0,0,0,0,0:1 ,1:1,1,1,Draw
897,897,1137,2015,Tala'ea El Gaish x Aswan FC,3,"Sun, Nov 1, 2015",1:45 PM,Tala'ea El Gaish,Aswan FC,Said Hamza,1,1,0,1,1,0,1:0 ,1:1,1,1,Draw
898,898,1138,2015,Petrojet x El Ahly Cairo,3,"Sun, Nov 1, 2015",4:00 PM,Petrojet,El Ahly Cairo,Mohamed Farouk,0,1,0,0,0,0,0:0 ,0:1,0,1,Away
899,899,1139,2015,Ismaily SC x El Dakhlia SC,3,"Sun, Nov 1, 2015",6:45 PM,Ismaily SC,El Dakhlia SC,Mohamed Hanafy,3,4,0,0,0,0,0:1 ,0:1,0,1,Away
900,900,1140,2015,Arab Contractors SC x Zamalek SC,4,"Wed, Nov 4, 2015",5:00 PM,Arab Contractors SC,Zamalek SC,Ibrahim Nour Eldin,4,1,0,1,0,0,0:0 ,1:2,1,2,Away
901,901,1141,2015,Smouha SC x Enppi Club,4,"Thu, Nov 5, 2015",4:00 PM,Smouha SC,Enppi Club,Samir Osman,2,0,0,0,0,0,1:0 ,1:1,1,1,Draw
902,902,1142,2015,El Ahly Cairo x Masr El Makasa,4,"Thu, Nov 5, 2015",6:45 PM,El Ahly Cairo,Masr El Makasa,Mahmoud El Banna,4,2,0,0,0,0,0:0 ,0:1,0,1,Away
903,903,1143,2015,Masry Port Said x El Shorta,4,"Sat, Nov 7, 2015",1:45 PM,Masry Port Said,El Shorta,Mahmoud Ashour,0,2,0,0,0,0,0:0 ,1:0,1,0,Home
904,904,1144,2015,El Dakhlia SC x Ittehad Alexandria,4,"Sat, Nov 7, 2015",1:45 PM,El Dakhlia SC,Ittehad Alexandria,Mohamed Maarouf,3,2,0,0,0,0,0:0 ,2:0,2,0,Home
905,905,1145,2015,Harras El Hodoud x Ismaily SC,4,"Sat, Nov 7, 2015",4:00 PM,Harras El Hodoud,Ismaily SC,Gehad Grisha,2,0,0,0,0,0,0:2 ,0:4,0,4,Away
906,906,1146,2015,Wadi Degla FC x Petrojet,4,"Sat, Nov 7, 2015",6:45 PM,Wadi Degla FC,Petrojet,Hesham Abdelhamid,3,3,0,0,0,0,1:0 ,3:0,3,0,Home
907,907,1147,2015,Aswan FC x Ghazl Mahalla,4,"Sun, Nov 8, 2015",4:00 PM,Aswan FC,Ghazl Mahalla,Mohamed Salama,1,5,0,0,0,0,0:0 ,0:0,0,0,Draw
908,908,1148,2015,Entag El Harby x Tala'ea El Gaish,4,"Sun, Nov 8, 2015",6:45 PM,Entag El Harby,Tala'ea El Gaish,Sherif Rashwan,3,5,0,0,0,1,0:1 ,2:1,2,1,Home
909,909,1149,2015,Masr El Makasa x Wadi Degla FC,5,"Thu, Nov 12, 2015",1:45 PM,Masr El Makasa,Wadi Degla FC,Mahmoud Bassiouni,0,1,0,0,0,1,0:1 ,1:1,1,1,Draw
910,910,1150,2015,Ittehad Alexandria x Ismaily SC,5,"Thu, Nov 12, 2015",4:00 PM,Ittehad Alexandria,Ismaily SC,Mohamed Farouk,1,1,0,0,0,0,0:3 ,0:5,0,5,Away
911,911,1151,2015,Tala'ea El Gaish x Arab Contractors SC,5,"Thu, Nov 12, 2015",6:30 PM,Tala'ea El Gaish,Arab Contractors SC,Gehad Grisha,3,3,0,0,0,0,1:1 ,2:1,2,1,Home
912,912,1152,2015,Petrojet x Aswan FC,5,"Sun, Nov 15, 2015",1:45 PM,Petrojet,Aswan FC,Walid Abdelaziz,1,2,0,0,0,0,0:0 ,1:1,1,1,Draw
913,913,1153,2015,Ghazl Mahalla x Entag El Harby,5,"Sun, Nov 15, 2015",4:00 PM,Ghazl Mahalla,Entag El Harby,Mohamed Abou-Khater,3,2,0,0,0,0,0:1 ,0:1,0,1,Away
914,914,1154,2015,Masry Port Said x Harras El Hodoud,5,"Sun, Nov 15, 2015",6:30 PM,Masry Port Said,Harras El Hodoud,Ibrahim Nour Eldin,1,3,0,0,0,0,1:2 ,3:2,3,2,Home
915,915,1155,2015,El Shorta x Smouha SC,5,"Thu, Nov 19, 2015",5:00 PM,El Shorta,Smouha SC,Ashraf Rashad,2,0,0,0,0,0,0:1 ,0:2,0,2,Away
916,916,1156,2015,Zamalek SC x El Dakhlia SC,5,"Tue, Jan 5, 2016",5:00 PM,Zamalek SC,El Dakhlia SC,Ibrahim Nour Eldin,1,3,0,0,0,0,1:0 ,2:0,2,0,Home
917,917,1157,2015,Enppi Club x El Ahly Cairo,5,"Wed, Feb 3, 2016",7:00 PM,Enppi Club,El Ahly Cairo,Mahmoud El Banna,2,1,0,0,0,0,0:1 ,0:2,0,2,Away
918,918,1158,2015,Arab Contractors SC x Ghazl Mahalla,6,"Thu, Nov 26, 2015",1:45 PM,Arab Contractors SC,Ghazl Mahalla,Abdelaziz El Sayed,1,1,0,0,0,0,0:0 ,0:0,0,0,Draw
919,919,1159,2015,Harras El Hodoud x Ittehad Alexandria,6,"Thu, Nov 26, 2015",4:00 PM,Harras El Hodoud,Ittehad Alexandria,Mahmoud Ashour,1,2,0,0,0,0,0:1 ,0:1,0,1,Away
920,920,1160,2015,El Dakhlia SC x Tala'ea El Gaish,6,"Thu, Nov 26, 2015",6:30 PM,El Dakhlia SC,Tala'ea El Gaish,Samir Osman,0,4,0,0,0,0,0:0 ,0:0,0,0,Draw
921,921,1161,2015,Aswan FC x Masr El Makasa,6,"Sat, Nov 28, 2015",1:45 PM,Aswan FC,Masr El Makasa,Ahmed El Adawi,5,3,0,0,0,0,1:0 ,2:3,2,3,Away
922,922,1162,2015,Smouha SC x Masry Port Said,6,"Sat, Nov 28, 2015",4:00 PM,Smouha SC,Masry Port Said,Tarek Magdi,3,2,0,0,0,0,0:1 ,1:1,1,1,Draw
923,923,1163,2015,Entag El Harby x Petrojet,6,"Sat, Nov 28, 2015",6:30 PM,Entag El Harby,Petrojet,Mohamed Farouk,0,1,0,0,0,0,0:0 ,0:0,0,0,Draw
924,924,1164,2015,El Ahly Cairo x El Shorta,6,"Thu, Jan 7, 2016",5:00 PM,El Ahly Cairo,El Shorta,Mohamed Hanafy,1,2,0,0,0,0,5:2 ,7:3,7,3,Home
925,925,1165,2015,Ismaily SC x Zamalek SC,6,"Wed, Feb 3, 2016",4:00 PM,Ismaily SC,Zamalek SC,Samir Osman,2,3,0,1,0,0,1:0 ,1:0,1,0,Home
926,926,1166,2015,Wadi Degla FC x Enppi Club,6,"Sun, Feb 21, 2016",6:45 PM,Wadi Degla FC,Enppi Club,Walid Abdelaziz,0,2,0,1,0,0,0:1 ,2:3,2,3,Away
927,927,1167,2015,Ghazl Mahalla x El Dakhlia SC,7,"Sun, Dec 6, 2015",1:30 PM,Ghazl Mahalla,El Dakhlia SC,Awad Saafan,3,5,0,0,0,1,0:1 ,1:1,1,1,Draw
928,928,1168,2015,Petrojet x Arab Contractors SC,7,"Sun, Dec 6, 2015",4:00 PM,Petrojet,Arab Contractors SC,Mohamed Maarouf,1,7,0,0,0,0,0:1 ,0:2,0,2,Away
929,929,1169,2015,Masr El Makasa x Entag El Harby,7,"Mon, Dec 7, 2015",1:30 PM,Masr El Makasa,Entag El Harby,Amin Omar,2,3,0,0,1,0,0:1 ,2:1,2,1,Home
930,930,1170,2015,Enppi Club x Aswan FC,7,"Mon, Dec 7, 2015",6:30 PM,Enppi Club,Aswan FC,Amr Ayed,1,3,0,0,0,0,1:1 ,3:2,3,2,Home
931,931,1171,2015,Smouha SC x Harras El Hodoud,7,"Thu, Dec 10, 2015",4:00 PM,Smouha SC,Harras El Hodoud,Mohamed Hanafy,2,2,0,0,0,0,1:1 ,2:2,2,2,Draw
932,932,1172,2015,El Shorta x Wadi Degla FC,7,"Tue, Feb 2, 2016",4:00 PM,El Shorta,Wadi Degla FC,Amin Omar,0,1,0,0,0,0,0:0 ,0:0,0,0,Draw
933,933,1173,2015,Tala'ea El Gaish x Ismaily SC,7,"Sun, Feb 21, 2016",4:00 PM,Tala'ea El Gaish,Ismaily SC,Ahmed Hamdi,2,3,0,0,0,0,1:1 ,1:2,1,2,Away
934,934,1174,2015,Zamalek SC x Ittehad Alexandria,7,"Mon, Feb 22, 2016",7:00 PM,Zamalek SC,Ittehad Alexandria,Mohamed Farouk,2,2,0,0,0,0,2:1 ,2:1,2,1,Home
935,935,1175,2015,Masry Port Said x El Ahly Cairo,7,"Tue, Feb 23, 2016",5:00 PM,Masry Port Said,El Ahly Cairo,Ibrahim Nour Eldin,3,2,0,0,0,0,1:1 ,2:2,2,2,Draw
936,936,1176,2015,Arab Contractors SC x Masr El Makasa,8,"Mon, Dec 14, 2015",1:30 PM,Arab Contractors SC,Masr El Makasa,Sherif Hassan,1,3,0,0,0,0,1:1 ,1:4,1,4,Away
937,937,1177,2015,Ittehad Alexandria x Tala'ea El Gaish,8,"Mon, Dec 14, 2015",4:00 PM,Ittehad Alexandria,Tala'ea El Gaish,Ahmed Hamdi,3,2,0,0,0,0,0:0 ,1:0,1,0,Home
938,938,1178,2015,Entag El Harby x Enppi Club,8,"Mon, Dec 14, 2015",6:45 PM,Entag El Harby,Enppi Club,Mohamed Sabahi,3,1,0,0,0,0,0:0 ,0:0,0,0,Draw
939,939,1179,2015,Aswan FC x El Shorta,8,"Tue, Dec 15, 2015",1:00 PM,Aswan FC,El Shorta,Amr Ramadan,4,3,0,0,0,0,1:0 ,2:1,2,1,Home
940,940,1180,2015,Ismaily SC x Ghazl Mahalla,8,"Tue, Dec 15, 2015",4:00 PM,Ismaily SC,Ghazl Mahalla,Sherif Rashwan,1,1,0,0,0,0,1:0 ,3:1,3,1,Home
941,941,1181,2015,El Dakhlia SC x Petrojet,8,"Tue, Dec 15, 2015",6:45 PM,El Dakhlia SC,Petrojet,Walid Abdelrazak,2,3,0,1,0,0,0:0 ,1:0,1,0,Home
942,942,1182,2015,Harras El Hodoud x Zamalek SC,8,"Thu, Dec 17, 2015",2:00 PM,Harras El Hodoud,Zamalek SC,Samir Osman,1,0,0,0,0,0,0:0 ,0:2,0,2,Away
943,943,1183,2015,Wadi Degla FC x Masry Port Said,8,"Thu, Dec 17, 2015",4:00 PM,Wadi Degla FC,Masry Port Said,Gehad Grisha,1,2,0,0,0,0,0:1 ,0:2,0,2,Away
944,944,1184,2015,El Ahly Cairo x Smouha SC,8,"Thu, Dec 17, 2015",8:15 PM,El Ahly Cairo,Smouha SC,Ibrahim Nour Eldin,0,1,0,0,0,0,0:1 ,0:3,0,3,Away
945,945,1185,2015,El Shorta x Entag El Harby,9,"Sat, Dec 19, 2015",4:00 PM,El Shorta,Entag El Harby,Said Hamza,2,1,0,0,0,0,0:0 ,0:0,0,0,Draw
946,946,1186,2015,Enppi Club x Arab Contractors SC,9,"Sat, Dec 19, 2015",6:45 PM,Enppi Club,Arab Contractors SC,Mohamed Adel,2,1,0,0,0,1,1:0 ,3:1,3,1,Home
947,947,1187,2015,Masr El Makasa x El Dakhlia SC,9,"Sun, Dec 20, 2015",1:30 PM,Masr El Makasa,El Dakhlia SC,Mohamed Maarouf,2,6,0,0,0,0,0:0 ,0:1,0,1,Away
948,948,1188,2015,Ghazl Mahalla x Ittehad Alexandria,9,"Sun, Dec 20, 2015",1:30 PM,Ghazl Mahalla,Ittehad Alexandria,Abdelaziz El Sayed,1,3,0,0,1,0,0:1 ,0:1,0,1,Away
949,949,1189,2015,Petrojet x Ismaily SC,9,"Sun, Dec 20, 2015",4:00 PM,Petrojet,Ismaily SC,Mahmoud Ashour,3,0,0,0,0,0,1:0 ,1:0,1,0,Home
950,950,1190,2015,Tala'ea El Gaish x Zamalek SC,9,"Sun, Dec 20, 2015",6:45 PM,Tala'ea El Gaish,Zamalek SC,Mahmoud El Banna,3,1,1,0,0,1,2:1 ,3:2,3,2,Home
951,951,1191,2015,Masry Port Said x Aswan FC,9,"Mon, Dec 21, 2015",1:00 PM,Masry Port Said,Aswan FC,Ahmed El Ghandour,2,3,0,0,0,0,1:1 ,3:2,3,2,Home
952,952,1192,2015,Smouha SC x Wadi Degla FC,9,"Mon, Dec 21, 2015",4:00 PM,Smouha SC,Wadi Degla FC,Amin Omar,2,0,0,0,0,0,0:0 ,2:0,2,0,Home
953,953,1193,2015,El Ahly Cairo x Harras El Hodoud,9,"Tue, Dec 22, 2015",5:00 PM,El Ahly Cairo,Harras El Hodoud,Mohamed Hanafy,2,2,0,0,0,0,1:0 ,3:0,3,0,Home
954,954,1194,2015,Ismaily SC x Masr El Makasa,10,"Wed, Dec 23, 2015",1:30 PM,Ismaily SC,Masr El Makasa,Gehad Grisha,3,0,0,0,0,0,1:1 ,1:4,1,4,Away
955,955,1195,2015,Ittehad Alexandria x Petrojet,10,"Wed, Dec 23, 2015",4:00 PM,Ittehad Alexandria,Petrojet,Tarek Magdi,1,4,0,0,0,0,0:1 ,0:2,0,2,Away
